case,daughter_A_previous_role,daughter_B_previous_role,resolved_LAD_source,resolved_LCX_source,assignment_changed,assignment_score_1,assignment_score_2,margin,evidence_votes,confidence,resolution_status,reason
164.label,LAD,LCX,,,False,0.02309222504361862,-0.02309222504361862,0.04618445008723724,4/8,0.27309222504361863,unresolved_manual_review,only 4/8 independent votes support the winner; only 2/4 LAD-role measurements support the proposed LAD; only 2/4 LCX-role measurements support the proposed LCX; score margin 0.046 is below 0.160; winner score 0.023 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
166.label,LAD,LCX,,,False,-0.15897441581922642,0.15897441581922642,0.31794883163845283,4/8,0.40897441581922644,unresolved_manual_review,only 4/8 independent votes support the winner; only 1/4 LAD-role measurements support the proposed LAD; proposed LCX lacks minimum independent coronary-plane coherence
174.label,LAD,LCX,,,False,0.053345716225705324,-0.053345716225705324,0.10669143245141065,5/8,0.36584571622570533,unresolved_manual_review,only 2/4 LAD-role measurements support the proposed LAD; score margin 0.107 is below 0.160; winner score 0.053 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
175.label,LAD,LCX,,,False,0.14794084916807504,-0.14794084916807504,0.2958816983361501,5/8,0.46044084916807504,unresolved_manual_review,only 2/4 LAD-role measurements support the proposed LAD
177.label,LAD,LCX,branch_a,branch_b,False,0.26698365959971254,-0.26698365959971254,0.5339673191994251,6/8,0.6419836595997126,resolved_existing_assignment,clear pairwise majority and coherent proposed LCX
180.label,LCX,LAD,,,False,-0.4406464019075186,0.4406464019075186,0.8812928038150372,6/8,0.8156464019075186,unresolved_manual_review,only 2/4 LCX-role measurements support the proposed LCX; proposed LCX lacks minimum independent coronary-plane coherence
181.label,LAD,LCX,,,False,0.09847734136094044,-0.09847734136094044,0.19695468272188088,5/8,0.41097734136094044,unresolved_manual_review,only 2/4 LAD-role measurements support the proposed LAD; proposed LCX lacks minimum independent coronary-plane coherence
182.label,LCX,LAD,,,False,-0.11330126255778622,0.11330126255778622,0.22660252511557244,5/8,0.4258012625577862,unresolved_manual_review,only 1/4 LCX-role measurements support the proposed LCX; proposed LCX lacks minimum independent coronary-plane coherence
183.label,LAD,LCX,,,False,0.12321688815852959,-0.12321688815852959,0.24643377631705918,7/8,0.5607168881585296,unresolved_manual_review,proposed LCX lacks minimum independent coronary-plane coherence
185.label,LAD,LCX,,,False,0.048432604659867484,-0.048432604659867484,0.09686520931973497,5/8,0.3609326046598675,unresolved_manual_review,only 2/4 LCX-role measurements support the proposed LCX; score margin 0.097 is below 0.160; winner score 0.048 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
186.label,LCX,LAD,,,False,-0.3557004474444101,0.3557004474444101,0.7114008948888202,6/8,0.7307004474444101,unresolved_manual_review,only 2/4 LCX-role measurements support the proposed LCX; proposed LCX lacks minimum independent coronary-plane coherence
188.label,LAD,LCX,,,False,-0.17998440634099513,0.17998440634099513,0.35996881268199027,6/8,0.5549844063409951,unresolved_manual_review,only 2/4 LAD-role measurements support the proposed LAD
189.label,LAD,LCX,branch_a,branch_b,False,0.19299455201132776,-0.19299455201132776,0.3859891040226555,7/8,0.6304945520113278,resolved_existing_assignment,clear pairwise majority and coherent proposed LCX
190.label,LAD,LCX,branch_a,branch_b,False,0.1580985770269156,-0.1580985770269156,0.3161971540538312,7/8,0.5955985770269157,resolved_existing_assignment,clear pairwise majority and coherent proposed LCX
191.label,LAD,LCX,,,False,-0.10541687173308503,0.10541687173308503,0.21083374346617006,4/8,0.355416871733085,unresolved_manual_review,only 4/8 independent votes support the winner; only 2/4 LAD-role measurements support the proposed LAD; only 2/4 LCX-role measurements support the proposed LCX; proposed LCX lacks minimum independent coronary-plane coherence
192.label,LAD,LCX,branch_a,branch_b,False,0.11864997512035683,-0.11864997512035683,0.23729995024071365,6/8,0.4936499751203568,resolved_existing_assignment,clear pairwise majority and coherent proposed LCX
193.label,LAD,LCX,,,False,0.057839878137537985,-0.057839878137537985,0.11567975627507597,4/8,0.307839878137538,unresolved_manual_review,only 4/8 independent votes support the winner; only 1/4 LCX-role measurements support the proposed LCX; score margin 0.116 is below 0.160; winner score 0.058 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
194.label,LAD,LCX,,,False,0.017788873152430752,-0.017788873152430752,0.035577746304861504,5/8,0.3302888731524308,unresolved_manual_review,only 2/4 LCX-role measurements support the proposed LCX; score margin 0.036 is below 0.160; winner score 0.018 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
196.label,LAD,LCX,,,False,0.3480316645817103,-0.3480316645817103,0.6960633291634206,5/8,0.6605316645817103,unresolved_manual_review,only 1/4 LCX-role measurements support the proposed LCX; proposed LCX lacks minimum independent coronary-plane coherence
197.label,LAD,LCX,,,False,-0.00022762243587606118,0.00022762243587606118,0.00045524487175212236,3/8,0.18772762243587607,unresolved_manual_review,only 3/8 independent votes support the winner; only 2/4 LAD-role measurements support the proposed LAD; only 1/4 LCX-role measurements support the proposed LCX; score margin 0.000 is below 0.160; winner score 0.000 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
198.label,LAD,LCX,,,False,0.035194036463487025,-0.035194036463487025,0.07038807292697405,4/8,0.285194036463487,unresolved_manual_review,only 4/8 independent votes support the winner; only 0/4 LCX-role measurements support the proposed LCX; score margin 0.070 is below 0.160; winner score 0.035 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
199.label,LAD,LCX,,,False,-0.01489469038381444,0.01489469038381444,0.02978938076762888,5/8,0.3273946903838144,unresolved_manual_review,only 2/4 LAD-role measurements support the proposed LAD; score margin 0.030 is below 0.160; winner score 0.015 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
200.label,LAD,LCX,,,False,0.13326751582192908,-0.13326751582192908,0.26653503164385817,6/8,0.5082675158219291,unresolved_manual_review,proposed LCX lacks minimum independent coronary-plane coherence
