case_id,statistics_eligible,frame_pass,ellipsoid_valid,assignment_resolution_status,assignment_resolved,anatomical_role_gate_pass,anatomical_role_gate_failures,scaffold_anatomical_role_gate_pass,scaffold_anatomical_role_gate_failures,has_rca,source_archive_hash_match,source_array_hashes_match,max_source_coordinate_change_mm,max_source_segment_length_change_mm,LMCA_to_LAD_source_continuity_mm,LMCA_to_LCX_source_continuity_mm,exclusion_flags,LAD_length_mm,LCX_length_mm,LAD_minus_LCX_length_mm,LAD_inferior_displacement_mm,LCX_inferior_displacement_mm,LAD_minus_LCX_inferior_displacement_mm,LCX_to_LAD_inferior_displacement_ratio,LAD_inferior_displacement_to_length_ratio,LCX_inferior_span_to_length_ratio,LAD_descending_segment_fraction,LAD_horizontal_path_fraction,LCX_horizontal_path_fraction,LAD_terminal_lateral_fraction,LCX_terminal_lateral_fraction,LAD_terminal_lateral_displacement_mm,LCX_terminal_lateral_displacement_mm,LCX_to_LAD_lateral_displacement_ratio,LAD_initial_inferior_direction_fraction,LCX_initial_horizontal_direction_fraction
45.label,False,True,True,unresolved_manual_review,False,False,lad_has_longitudinal_course;lad_descent_is_sustained,False,lad_descent_is_sustained,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review;anatomy:lad_has_longitudinal_course;anatomy:lad_descent_is_sustained;scaffold_anatomy:lad_descent_is_sustained,309.84039222538354,96.91452784733474,212.9258643780488,66.84769785293614,20.345751399582277,46.50194645335386,0.30435979178135053,0.215748816262503,0.24283854037604027,0.6582278481012658,0.8188488949937908,0.8578426233730736,0.13963143540331327,0.6388317351037913,43.263458712355884,61.91207598147756,1.4310477669644959,-0.09883112809183854,0.9963545286083451
46.label,False,True,False,unresolved_manual_review,False,False,lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch;lcx_inferior_span_is_limited;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,False,lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch;lcx_inferior_span_is_limited;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review;anatomy:lad_is_dominant_descending_branch;anatomy:lcx_is_not_apex_descending_branch;anatomy:lcx_inferior_span_is_limited;anatomy:lcx_is_more_lateral_than_lad;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lad_is_dominant_descending_branch;scaffold_anatomy:lcx_is_not_apex_descending_branch;scaffold_anatomy:lcx_inferior_span_is_limited;scaffold_anatomy:lcx_is_more_lateral_than_lad;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach;ellipsoid:c_axis_above_3x_observed_lad_z_extent,62.460784771020556,45.32626691278775,17.134517858232805,31.92778464901643,24.59669785782322,7.331086791193211,0.7703853595924622,0.5111652818014178,0.5588328429302621,0.9620253164556962,0.7480398313769208,0.7069060630063012,0.5748304032380557,0.34909169679287017,35.90435809649115,15.823023425871604,0.4406992427868513,0.9537252880356476,0.9926304443695668
47.label,False,True,True,unresolved_manual_review,False,False,lcx_has_horizontal_crown_course;lcx_inferior_span_is_limited;lcx_has_substantial_absolute_lateral_reach,False,lcx_has_horizontal_crown_course;lcx_inferior_span_is_limited;lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review;anatomy:lcx_has_horizontal_crown_course;anatomy:lcx_inferior_span_is_limited;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lcx_has_horizontal_crown_course;scaffold_anatomy:lcx_inferior_span_is_limited;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach,181.51284527123104,68.67098384324487,112.84186142798617,77.53825773806655,40.339324064696115,37.19893367337043,0.520250586503596,0.42717779902685493,0.6060912615351922,0.8227848101265823,0.6988233123232216,0.6456057460870813,0.3818425181051683,0.5270263322036037,69.30932190680065,36.19141674371828,0.522172425700318,0.953117989567403,0.9592093826408403
48.label,False,True,True,unresolved_manual_review,False,False,lad_descent_is_sustained;lcx_is_more_lateral_than_lad,False,lcx_is_more_lateral_than_lad,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review;anatomy:lad_descent_is_sustained;anatomy:lcx_is_more_lateral_than_lad;scaffold_anatomy:lcx_is_more_lateral_than_lad,169.4476373401236,158.32627929141347,11.121358048710135,43.326568080884606,14.620019414717268,28.706548666167336,0.33743774460565973,0.25569296073404313,0.257482916503016,0.6962025316455697,0.7252136950558185,0.7867817845709902,0.4112505034783447,0.42210654183424295,69.6854261693418,66.83055823318105,0.9590320660560623,0.7967286758128096,0.9487427892218434
49.label,True,True,True,resolved_existing_assignment,True,True,,True,,True,True,True,0.0,0.0,0.0,0.0,,172.48130182283742,118.37227770099256,54.10902412184487,61.07382661078579,36.29025317473143,24.783573436054354,0.5942030357128872,0.3540895503764066,0.3118464116764269,0.7721518987341772,0.728217477799043,0.744164474394545,0.44934678911491066,0.5396637744776924,77.50391915645179,63.88123017763923,0.8242322565480414,0.9155974809884206,0.9848570237741346
50.label,False,True,False,absent_from_assignment_map,False,False,lad_has_minimum_inferior_reach;lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch;lcx_inferior_span_is_limited;lcx_has_substantial_absolute_lateral_reach,False,lad_has_minimum_inferior_reach;lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch;lcx_inferior_span_is_limited;lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:absent_from_assignment_map;anatomy:lad_has_minimum_inferior_reach;anatomy:lad_is_dominant_descending_branch;anatomy:lcx_is_not_apex_descending_branch;anatomy:lcx_inferior_span_is_limited;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lad_has_minimum_inferior_reach;scaffold_anatomy:lad_is_dominant_descending_branch;scaffold_anatomy:lcx_is_not_apex_descending_branch;scaffold_anatomy:lcx_inferior_span_is_limited;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach;ellipsoid:c_axis_above_3x_observed_lad_z_extent,34.53863287568874,38.74702578157758,-4.208392905888836,23.935005580765257,23.35280697934883,0.582198601416426,0.9756758526981797,0.6929922694656734,0.6026993429377491,1.0,0.5802910156358477,0.6587602773037412,0.382450083066891,0.4616218535690002,13.20930301232401,17.88647386157768,1.3540815775737725,0.22547529042665548,0.37944640430613014
51.label,False,True,True,absent_from_assignment_map,False,False,lcx_has_substantial_absolute_lateral_reach,False,lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:absent_from_assignment_map;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach,63.09238710812906,25.958319428549554,37.1340676795795,43.59934977862323,4.104110383870967,39.49523939475226,0.09413237593472584,0.691039787477081,0.16363229891889744,1.0,0.5757646492085526,0.9545027026815899,0.2972626537282449,0.8987648078234117,18.755010421812152,23.330423972619077,1.2439568652804214,0.615411147023206,0.997098557610162
52.label,False,True,True,absent_from_assignment_map,False,False,lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch,False,lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch,True,True,True,0.0,0.0,0.0,0.0,assignment:absent_from_assignment_map;anatomy:lad_is_dominant_descending_branch;anatomy:lcx_is_not_apex_descending_branch;scaffold_anatomy:lad_is_dominant_descending_branch;scaffold_anatomy:lcx_is_not_apex_descending_branch,177.30042726485118,137.1123061992825,40.18812106556868,48.531933708445415,45.22692552550833,3.3050081829370868,0.9319003400360708,0.2737271108543267,0.39707500310284816,0.7468354430379747,0.6674601181978339,0.7299214540802458,0.48627743598959816,0.5504405279759633,86.21719717021207,75.472170216335,0.8753725787134558,0.8861698953076643,0.9995500461241724
53.label,False,True,True,unresolved_manual_review,False,True,,True,,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review,146.484270021386,96.41304475794311,50.0712252634429,66.05873908402793,6.06616913656109,59.99256994746685,0.09182992622436845,0.4509613153301967,0.07047106774439421,0.8354430379746836,0.6804016018407856,0.9322122554410107,0.4546417584608208,0.6723282101610152,66.59786610937263,64.82120981828174,0.973322624358968,0.993227413666341,0.957824542194774
54.label,False,True,True,absent_from_assignment_map,False,True,,True,,True,True,True,0.0,0.0,0.0,0.0,assignment:absent_from_assignment_map,114.35361818251455,134.6391353458974,-20.285517163382835,54.74095488629822,22.8639226790848,31.877032207213418,0.41767489673088787,0.4786989319299779,0.3088731750176765,0.9367088607594937,0.7409465714686443,0.7528732475763862,0.5670044467491561,0.6031981857412329,64.8390100113409,81.2140821704136,1.2525496943307517,0.9268819702817586,0.9593357721968515
55.label,False,True,True,unresolved_manual_review,False,False,lcx_has_substantial_absolute_lateral_reach,False,lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach,183.75574945363158,53.33726760856478,130.4184818450668,68.02983193892436,4.007182407053825,64.02264953187054,0.0589033118684077,0.37021879392182405,0.1115434954872401,0.810126582278481,0.7780303942717535,0.9127608949601249,0.3408810200977161,0.7505855088038458,62.63884732257427,40.03418014618148,0.6391270251193407,0.81800447481845,0.8423874961188905
56.label,False,True,True,unresolved_manual_review,False,True,,True,,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review,179.68439935201792,76.16205861550554,103.52234073651238,65.01209820406633,27.761097093975685,37.25100111009065,0.4270143228855103,0.36181270293088597,0.37904804623178817,0.759493670886076,0.6474076987665082,0.816989320510873,0.3003061948189126,0.6064923972241104,53.96033823772638,46.19170950724117,0.8560307628862531,0.7921918962110074,0.9928979414340319
57.label,False,True,True,unresolved_manual_review,False,False,lad_has_minimum_inferior_reach;lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch;lad_has_longitudinal_course;lad_descent_is_sustained;lcx_has_substantial_absolute_lateral_reach,False,lad_has_minimum_inferior_reach;lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch;lad_has_longitudinal_course;lad_descent_is_sustained;lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review;anatomy:lad_has_minimum_inferior_reach;anatomy:lad_is_dominant_descending_branch;anatomy:lcx_is_not_apex_descending_branch;anatomy:lad_has_longitudinal_course;anatomy:lad_descent_is_sustained;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lad_has_minimum_inferior_reach;scaffold_anatomy:lad_is_dominant_descending_branch;scaffold_anatomy:lcx_is_not_apex_descending_branch;scaffold_anatomy:lad_has_longitudinal_course;scaffold_anatomy:lad_descent_is_sustained;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach,189.95252815139742,48.15836035173579,141.79416779966164,5.097760686938715,7.065878906978638,-1.9681182200399228,1.3860750515579436,0.026837024684797345,0.21785101186820569,0.45569620253164556,0.7746896845847833,0.7962531592447226,0.520483308464447,0.5743782005510506,98.86712030342534,27.66111236031906,0.27978070237533476,0.9629321398865349,0.8694870128265793
58.label,False,True,True,unresolved_manual_review,False,True,,True,,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review,156.35323733557524,74.38954288638277,81.96369444919247,54.641456532723794,24.4300175586084,30.211438974115392,0.44709674867429094,0.3494744174400996,0.32840660946016365,0.7468354430379747,0.6379022478293017,0.7956644860054779,0.4217749627563066,0.6220198734761907,65.94588085404021,46.27177405413947,0.7016628401181574,0.8745240566975634,0.9809926381264256
59.label,False,True,True,absent_from_assignment_map,False,False,lcx_is_not_apex_descending_branch;lcx_has_horizontal_crown_course;lcx_inferior_span_is_limited;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,False,lcx_is_not_apex_descending_branch;lcx_has_horizontal_crown_course;lcx_inferior_span_is_limited;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:absent_from_assignment_map;anatomy:lcx_is_not_apex_descending_branch;anatomy:lcx_has_horizontal_crown_course;anatomy:lcx_inferior_span_is_limited;anatomy:lcx_is_more_lateral_than_lad;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lcx_is_not_apex_descending_branch;scaffold_anatomy:lcx_has_horizontal_crown_course;scaffold_anatomy:lcx_inferior_span_is_limited;scaffold_anatomy:lcx_is_more_lateral_than_lad;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach,120.45800316167174,100.9165389720962,19.541464189575535,79.3671951584581,66.00128925595011,13.36590590250799,0.8315940751613723,0.6588785558061764,0.6559954839787174,0.9620253164556962,0.5871673876276062,0.5701847365225649,0.2504840932926407,0.16033443387025811,30.172813701793395,16.180396144236884,0.5362574503045158,0.6245925370952915,0.9268862247093759
60.label,False,True,False,absent_from_assignment_map,False,False,lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch;lcx_inferior_span_is_limited;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,False,lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch;lcx_has_horizontal_crown_course;lcx_inferior_span_is_limited;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:absent_from_assignment_map;anatomy:lad_is_dominant_descending_branch;anatomy:lcx_is_not_apex_descending_branch;anatomy:lcx_inferior_span_is_limited;anatomy:lcx_is_more_lateral_than_lad;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lad_is_dominant_descending_branch;scaffold_anatomy:lcx_is_not_apex_descending_branch;scaffold_anatomy:lcx_has_horizontal_crown_course;scaffold_anatomy:lcx_inferior_span_is_limited;scaffold_anatomy:lcx_is_more_lateral_than_lad;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach;ellipsoid:c_axis_above_3x_observed_lad_z_extent,81.25294474063844,65.86188542847381,15.391059312164629,28.69790236249861,39.25651330958708,-10.558610947088468,1.3679227427049192,0.35319215142421084,0.5960429625450028,0.8734177215189873,0.8302322293620583,0.6606490137091401,0.6850551025458897,0.26380681887580804,55.66274439145358,17.374814480048613,0.3121444095148915,0.59180423531566,0.6429567341978977
61.label,False,True,True,absent_from_assignment_map,False,True,,True,,True,True,True,0.0,0.0,0.0,0.0,assignment:absent_from_assignment_map,132.24404575537864,118.40794265911168,13.836103096266953,76.96954005269018,27.979482873941905,48.99005717874827,0.363513707562606,0.5820265072279042,0.3004930219869898,1.0,0.6468571421350947,0.7953248377091501,0.41821006789544846,0.540521127569485,55.305791354125695,64.00199467928597,1.1572385660206552,0.9073177131542387,0.9274833970505825
62.label,False,True,True,unresolved_manual_review,False,False,lcx_has_horizontal_crown_course;lcx_inferior_span_is_limited;lcx_has_substantial_absolute_lateral_reach,False,lcx_has_horizontal_crown_course;lcx_inferior_span_is_limited;lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review;anatomy:lcx_has_horizontal_crown_course;anatomy:lcx_inferior_span_is_limited;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lcx_has_horizontal_crown_course;scaffold_anatomy:lcx_inferior_span_is_limited;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach,134.12671812194654,44.19366919199028,89.93304892995626,73.13711916645521,33.63635237108781,39.5007667953674,0.4599080843550006,0.5452837450325128,0.7611124621710321,0.8987341772151899,0.628160464345542,0.5553019528974247,0.31888134416305586,0.4302784343839981,42.770508162905614,19.01558278961391,0.44459567132536226,-0.2955667724122899,0.5356261220430084
63.label,False,True,True,unresolved_manual_review,False,True,,True,,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review,138.6457555621413,97.38974307758372,41.25601248455757,57.70076658255373,14.105587019844645,43.59517956270909,0.24446099861885676,0.41617405703193083,0.17351501569895733,0.8481012658227848,0.6884288749460175,0.8660273643787882,0.5443562023515486,0.6662562889968558,75.47267696996833,64.88652880922815,0.8597353560818763,0.9766693957467358,0.912121358436706
64.label,False,True,True,unresolved_manual_review,False,False,lcx_has_horizontal_crown_course;lcx_inferior_span_is_limited;lcx_has_substantial_absolute_lateral_reach,False,lcx_has_horizontal_crown_course;lcx_inferior_span_is_limited;lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review;anatomy:lcx_has_horizontal_crown_course;anatomy:lcx_inferior_span_is_limited;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lcx_has_horizontal_crown_course;scaffold_anatomy:lcx_inferior_span_is_limited;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach,95.44427302318223,33.54577540328364,61.89849761989859,57.185537856477936,22.945133907564852,34.240403948913084,0.40124015210194697,0.5991510652775183,0.6839947394782491,0.9367088607594937,0.5943477607898182,0.5891808901996362,0.22963742779586133,0.37038331070442815,21.917577354889485,12.424795354015368,0.5668872591542871,0.718931062393258,0.7337977997652636
66.label,False,True,False,unresolved_manual_review,False,False,lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,False,lcx_inferior_span_is_limited;lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review;anatomy:lcx_is_more_lateral_than_lad;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lcx_inferior_span_is_limited;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach;ellipsoid:c_axis_above_3x_observed_lad_z_extent,95.51747645950093,53.63996851118715,41.87750794831378,40.57516205146436,25.764338793059792,14.810823258404568,0.6349780873427209,0.42479306986997384,0.4803197971245338,0.810126582278481,0.6999028845207068,0.7358685278400342,0.456133144508547,0.48053573036080555,43.56868689299327,25.77592144505393,0.5916157516603793,-0.4015825463809435,0.8361828709772577
67.label,False,True,True,unresolved_manual_review,False,False,lcx_is_not_apex_descending_branch;lcx_inferior_span_is_limited;lcx_has_substantial_absolute_lateral_reach,False,lcx_is_not_apex_descending_branch;lcx_has_horizontal_crown_course;lcx_inferior_span_is_limited;lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review;anatomy:lcx_is_not_apex_descending_branch;anatomy:lcx_inferior_span_is_limited;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lcx_is_not_apex_descending_branch;scaffold_anatomy:lcx_has_horizontal_crown_course;scaffold_anatomy:lcx_inferior_span_is_limited;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach,114.13814871292047,89.7840344990214,24.354114213899066,76.04541436731351,52.264146771241656,23.781267596071856,0.6872754551483683,0.6662576467626301,0.5821095817632399,1.0,0.5784394985332845,0.6541876033883827,0.2599043651050778,0.4195628537327588,29.66500307550055,37.670045734049886,1.2698480306297513,0.9311720621351577,0.9797151477054923
68.label,False,True,True,unresolved_manual_review,False,False,lad_has_minimum_inferior_reach;lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch;lad_has_longitudinal_course;lcx_has_horizontal_crown_course;lcx_inferior_span_is_limited;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,False,lad_has_minimum_inferior_reach;lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch;lcx_has_horizontal_crown_course;lcx_inferior_span_is_limited;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review;anatomy:lad_has_minimum_inferior_reach;anatomy:lad_is_dominant_descending_branch;anatomy:lcx_is_not_apex_descending_branch;anatomy:lad_has_longitudinal_course;anatomy:lcx_has_horizontal_crown_course;anatomy:lcx_inferior_span_is_limited;anatomy:lcx_is_more_lateral_than_lad;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lad_has_minimum_inferior_reach;scaffold_anatomy:lad_is_dominant_descending_branch;scaffold_anatomy:lcx_is_not_apex_descending_branch;scaffold_anatomy:lcx_has_horizontal_crown_course;scaffold_anatomy:lcx_inferior_span_is_limited;scaffold_anatomy:lcx_is_more_lateral_than_lad;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach,52.29509264603216,37.715435534650595,14.579657111381565,12.662208503432597,26.813011152671084,-14.150802649238488,2.117561967598492,0.24212995642131882,0.7109293787164929,0.8354430379746836,0.9415112080293203,0.5602419991274783,0.7963287286513556,0.0322273652985916,41.64408464151965,1.215469118370667,0.02918707732043244,0.0830811179706574,0.658940480515605
69.label,False,True,False,unresolved_manual_review,False,False,lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,False,lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch;lcx_inferior_span_is_limited;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review;anatomy:lad_is_dominant_descending_branch;anatomy:lcx_is_not_apex_descending_branch;anatomy:lcx_is_more_lateral_than_lad;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lad_is_dominant_descending_branch;scaffold_anatomy:lcx_is_not_apex_descending_branch;scaffold_anatomy:lcx_inferior_span_is_limited;scaffold_anatomy:lcx_is_more_lateral_than_lad;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach;ellipsoid:c_axis_above_3x_observed_lad_z_extent,89.53158987632112,63.073401673308354,26.458188203012767,36.30523316844404,28.91512279285429,7.3901103755897495,0.7964450375156075,0.40550193756858405,0.45843607647200524,0.810126582278481,0.7015690135706458,0.7756920159737687,0.5874539311464014,0.5968899717508552,52.5956844346322,37.647880943011366,0.7157979090433075,-0.5523574420330554,0.808697545274005
70.label,False,True,True,unresolved_manual_review,False,False,lcx_is_not_apex_descending_branch;lcx_has_horizontal_crown_course;lcx_inferior_span_is_limited;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,False,lcx_is_not_apex_descending_branch;lcx_has_horizontal_crown_course;lcx_inferior_span_is_limited;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review;anatomy:lcx_is_not_apex_descending_branch;anatomy:lcx_has_horizontal_crown_course;anatomy:lcx_inferior_span_is_limited;anatomy:lcx_is_more_lateral_than_lad;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lcx_is_not_apex_descending_branch;scaffold_anatomy:lcx_has_horizontal_crown_course;scaffold_anatomy:lcx_inferior_span_is_limited;scaffold_anatomy:lcx_is_more_lateral_than_lad;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach,211.67112548735565,98.26727926494104,113.40384622241461,86.75266477941564,66.58477022827275,20.167894551142894,0.7675242068653059,0.4098464756573417,0.6789919740509526,0.8987341772151899,0.7623748280154816,0.5513399429248039,0.1636386414224047,0.11249828053966118,34.63757540310222,11.054899950616567,0.319159173872963,0.18945989749510989,0.8902739902281898
71.label,False,True,False,absent_from_assignment_map,False,False,lad_has_minimum_inferior_reach;lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch;lad_has_longitudinal_course;lcx_inferior_span_is_limited;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,False,lad_has_minimum_inferior_reach;lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch;lad_descent_is_sustained;lcx_has_horizontal_crown_course;lcx_inferior_span_is_limited;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:absent_from_assignment_map;anatomy:lad_has_minimum_inferior_reach;anatomy:lad_is_dominant_descending_branch;anatomy:lcx_is_not_apex_descending_branch;anatomy:lad_has_longitudinal_course;anatomy:lcx_inferior_span_is_limited;anatomy:lcx_is_more_lateral_than_lad;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lad_has_minimum_inferior_reach;scaffold_anatomy:lad_is_dominant_descending_branch;scaffold_anatomy:lcx_is_not_apex_descending_branch;scaffold_anatomy:lad_descent_is_sustained;scaffold_anatomy:lcx_has_horizontal_crown_course;scaffold_anatomy:lcx_inferior_span_is_limited;scaffold_anatomy:lcx_is_more_lateral_than_lad;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach;ellipsoid:c_axis_above_3x_observed_lad_z_extent,52.567976706347366,80.22202180235003,-27.654045096002662,11.727181058703291,42.11128037151611,-30.38409931281282,3.590912441849216,0.22308602676897935,0.5249341692642618,0.759493670886076,0.8864991149748517,0.6838821179456481,0.7214474845020423,0.2982844706721498,37.92503456015626,23.928983309563638,0.630954818817838,-0.12463346107084784,0.9691327464311412
72.label,False,True,True,unresolved_manual_review,False,False,lcx_has_substantial_absolute_lateral_reach,False,lcx_inferior_span_is_limited;lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lcx_inferior_span_is_limited;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach,93.18410361069127,56.27370782203784,36.910395788653425,64.79967279662019,26.169932191770613,38.62974060484957,0.4038590175278722,0.6953940670754657,0.4867021841649979,0.9873417721518988,0.5376898114992149,0.7235619368602958,0.4012802546341467,0.5893601865424473,37.3929408247529,33.1654829394314,0.886945027802599,0.9891719205210223,0.9340860395338314
73.label,False,True,False,unresolved_manual_review,False,False,lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch;lcx_has_horizontal_crown_course;lcx_inferior_span_is_limited;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,False,lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch;lcx_has_horizontal_crown_course;lcx_inferior_span_is_limited;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review;anatomy:lad_is_dominant_descending_branch;anatomy:lcx_is_not_apex_descending_branch;anatomy:lcx_has_horizontal_crown_course;anatomy:lcx_inferior_span_is_limited;anatomy:lcx_is_more_lateral_than_lad;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lad_is_dominant_descending_branch;scaffold_anatomy:lcx_is_not_apex_descending_branch;scaffold_anatomy:lcx_has_horizontal_crown_course;scaffold_anatomy:lcx_inferior_span_is_limited;scaffold_anatomy:lcx_is_more_lateral_than_lad;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach;ellipsoid:c_axis_above_3x_observed_lad_z_extent,52.67645509307847,105.23113717359594,-52.55468208051747,25.289181331528397,60.085387465917016,-34.79620613438862,2.3759324858415907,0.4800851022879731,0.5722637417357441,0.9493670886075949,0.7631655101467717,0.6268993371133756,0.5926740843604369,0.2755339815039184,31.219969789643955,28.99475420362588,0.9287246079669108,0.5960253141726942,0.5914943625898151
